Serial number,Wave,Master_Id,TOM,BUMO,Previous_Master_Id,Previous_Master_Brand,Switch_Status,P3M,Consideration,Total_Spontanoues,Total_aided_awareness,P4W
79,2025,300,0,0,,,,1,0,0,1,0
79,2025,400,0,0,,,,0,0,0,1,0
79,2025,500,0,0,,,,0,1,0,1,0
79,2025,600,0,0,,,,0,0,0,1,0
79,2025,700,0,0,,,,0,1,0,1,0
80,2025,100,1,1,200.0,Olong Tea Plus,Switched,1,1,1,1,1
80,2025,200,0,0,,,,0,0,0,1,0
80,2025,300,0,0,,,,1,1,1,1,1
80,2025,400,0,0,,,,0,0,0,1,0
80,2025,500,0,0,,,,0,1,0,1,0
80,2025,600,0,0,,,,0,0,0,1,0
80,2025,700,0,0,,,,0,1,0,1,0
81,2025,100,0,0,,,,0,0,1,1,0
81,2025,200,1,1,100.0,C2,Switched,1,1,1,1,1
81,2025,300,0,0,,,,0,1,0,1,0
81,2025,400,0,0,,,,0,0,0,1,0
81,2025,500,0,0,,,,0,0,0,1,0
81,2025,600,0,0,,,,0,0,0,1,0
81,2025,700,0,0,,,,1,1,0,1,0
82,2025,100,0,0,,,,1,1,1,1,1
82,2025,200,1,1,100.0,C2,Switched,1,1,1,1,1
82,2025,300,0,0,,,,0,1,0,1,0
82,2025,400,0,0,,,,0,0,0,1,0
82,2025,500,0,0,,,,0,1,0,1,0
82,2025,600,0,0,,,,0,0,0,1,0
82,2025,700,0,0,,,,0,0,0,1,0
83,2025,100,0,0,,,,0,0,0,1,0
83,2025,200,1,1,300.0,Không Độ,Switched,1,1,1,1,1
83,2025,300,0,0,,,,1,1,1,1,1
83,2025,400,0,0,,,,0,0,0,1,0
83,2025,500,0,0,,,,0,1,0,1,0
83,2025,600,0,0,,,,0,0,0,1,0
83,2025,700,0,0,,,,1,1,0,1,0
84,2025,100,1,1,200.0,Olong Tea Plus,Switched,1,1,1,1,1
84,2025,200,0,0,,,,0,0,1,1,0
84,2025,300,0,0,,,,0,1,1,1,0
84,2025,400,0,0,,,,0,0,0,1,0
84,2025,500,0,0,,,,0,1,0,1,0
84,2025,600,0,0,,,,0,1,0,1,0
84,2025,700,0,0,,,,0,1,0,1,0
85,2025,100,1,1,,,No Previous Data,1,1,1,1,1
85,2025,200,0,0,,,,1,1,1,1,0
85,2025,300,0,0,,,,1,1,0,1,1
85,2025,400,0,0,,,,0,0,0,1,0
85,2025,500,0,0,,,,0,0,0,1,0
85,2025,600,0,0,,,,0,0,0,1,0
85,2025,700,0,0,,,,1,0,1,1,0
86,2025,100,0,0,,,,1,1,1,1,0
86,2025,200,1,1,,,No Previous Data,1,1,1,1,1
86,2025,300,0,0,,,,0,1,1,1,0
86,2025,400,0,0,,,,0,0,0,1,0
86,2025,500,0,0,,,,0,0,0,1,0
86,2025,600,0,0,,,,0,0,0,1,0
86,2025,700,0,0,,,,0,0,0,1,0
87,2025,100,0,0,,,,1,1,1,1,1
87,2025,200,1,1,,,No Previous Data,1,1,1,1,1
87,2025,300,0,0,,,,0,1,1,1,0
87,2025,400,0,0,,,,0,0,0,1,0
87,2025,500,0,0,,,,0,0,0,0,0
87,2025,600,0,0,,,,0,1,0,1,0
87,2025,700,0,0,,,,0,0,0,1,0
88,2025,100,0,0,,,,1,1,0,1,0
88,2025,200,0,0,,,,1,1,0,1,0
88,2025,300,1,1,,,No Previous Data,1,1,1,1,1
88,2025,400,0,0,,,,0,0,0,1,0
88,2025,500,0,0,,,,0,0,0,0,0
88,2025,600,0,0,,,,0,0,0,1,0
88,2025,700,0,0,,,,0,0,0,1,0
89,2025,100,1,0,,,,0,0,1,1,0
89,2025,200,0,1,,,No Previous Data,1,1,1,1,1
89,2025,300,0,0,,,,0,1,0,1,0
89,2025,400,0,0,,,,0,0,0,1,0
89,2025,500,0,0,,,,0,0,0,1,0
89,2025,600,0,0,,,,0,0,0,1,0
89,2025,700,0,0,,,,0,0,0,1,0
90,2025,100,0,0,,,,1,1,1,1,0
90,2025,200,1,1,,,No Previous Data,1,1,1,1,1
90,2025,300,0,0,,,,0,0,0,1,0
90,2025,400,0,0,,,,0,0,0,0,0
90,2025,500,0,0,,,,0,0,0,0,0
90,2025,600,0,0,,,,0,0,0,0,0
90,2025,700,0,0,,,,1,1,0,1,1
91,2025,100,1,1,,,No Previous Data,1,1,1,1,1
91,2025,200,0,0,,,,1,1,1,1,1
91,2025,300,0,0,,,,0,0,0,1,0
91,2025,400,0,0,,,,0,0,0,0,0
91,2025,500,0,0,,,,0,0,0,0,0
91,2025,600,0,0,,,,0,0,0,0,0
91,2025,700,0,0,,,,0,1,0,1,0
92,2025,100,1,1,,,No Previous Data,1,1,1,1,1
92,2025,200,0,0,,,,1,1,1,1,1
92,2025,300,0,0,,,,0,1,1,1,0
92,2025,400,0,0,,,,0,0,1,1,0
92,2025,500,0,0,,,,0,0,0,1,0
92,2025,600,0,0,,,,0,1,0,1,0
92,2025,700,0,0,,,,0,1,0,1,0
93,2025,100,0,0,,,,1,1,1,1,1
93,2025,200,1,1,100.0,C2,Switched,1,1,1,1,1
93,2025,300,0,0,,,,1,1,1,1,0
93,2025,400,0,0,,,,0,1,0,1,0
93,2025,500,0,0,,,,0,0,0,0,0
93,2025,600,0,0,,,,0,0,0,1,0
93,2025,700,0,0,,,,0,0,0,0,0
94,2025,100,1,1,300.0,Không Độ,Switched,1,1,1,1,1
94,2025,200,0,0,,,,0,1,0,1,0
94,2025,300,0,0,,,,1,1,1,1,1
94,2025,400,0,0,,,,1,1,1,1,0
94,2025,500,0,0,,,,0,0,0,0,0
94,2025,600,0,0,,,,0,0,0,0,0
94,2025,700,0,0,,,,0,0,0,1,0
95,2025,100,0,0,,,,0,1,0,1,0
95,2025,200,1,1,,,No Previous Data,1,1,1,1,1
95,2025,300,0,0,,,,0,1,1,1,0
95,2025,400,0,0,,,,1,1,0,1,1
95,2025,500,0,0,,,,0,0,0,0,0
95,2025,600,0,0,,,,0,1,0,1,0
95,2025,700,0,0,,,,0,1,0,1,0
96,2025,100,1,1,,,No Previous Data,1,1,1,1,1
96,2025,200,0,0,,,,1,1,1,1,0
96,2025,300,0,0,,,,1,1,1,1,0
96,2025,400,0,0,,,,0,0,0,1,0
96,2025,500,0,0,,,,0,0,0,0,0
96,2025,600,0,0,,,,0,0,0,1,0
96,2025,700,0,0,,,,0,0,0,1,0
97,2025,100,0,0,,,,1,1,1,1,1
97,2025,200,0,0,,,,1,1,1,1,1
97,2025,300,0,0,,,,1,1,1,1,1
97,2025,400,1,1,,,No Previous Data,1,1,1,1,1
97,2025,500,0,0,,,,0,0,0,0,0
97,2025,600,0,0,,,,0,0,0,1,0
97,2025,700,0,0,,,,0,0,0,0,0
98,2025,100,0,0,,,,1,1,1,1,0
98,2025,200,0,0,,,,1,1,1,1,1
98,2025,300,0,0,,,,0,0,0,1,0
98,2025,400,1,1,,,No Previous Data,1,1,1,1,1
98,2025,500,0,0,,,,0,0,0,0,0
98,2025,600,0,0,,,,0,0,0,1,0
98,2025,700,0,0,,,,0,0,0,1,0
99,2025,100,0,0,,,,1,0,0,1,0
99,2025,200,0,0,,,,1,1,1,1,1
99,2025,300,1,1,100.0,C2,Switched,1,1,1,1,1
99,2025,400,0,0,,,,1,1,0,1,0
99,2025,500,0,0,,,,0,0,0,0,0
99,2025,600,0,0,,,,0,0,0,0,0
99,2025,700,0,0,,,,0,1,0,1,0
100,2025,100,0,0,,,,1,1,1,1,1
100,2025,200,1,1,700.0,Khác,Switched,1,1,1,1,1
100,2025,300,0,0,,,,0,0,0,1,0
100,2025,400,0,0,,,,0,0,1,1,0
100,2025,500,0,0,,,,0,0,0,0,0
100,2025,600,0,0,,,,0,0,0,0,0
100,2025,700,0,0,,,,1,0,1,1,0
101,2025,100,0,0,,,,0,1,1,1,0
101,2025,200,0,0,,,,0,1,1,1,0
101,2025,300,1,1,,,No Previous Data,1,1,1,1,1
101,2025,400,0,0,,,,0,0,0,1,0
101,2025,500,0,0,,,,0,0,0,0,0
101,2025,600,0,0,,,,0,0,0,0,0
101,2025,700,0,0,,,,0,1,0,1,0
102,2025,100,0,0,,,,1,1,1,1,1
102,2025,200,1,1,,,No Previous Data,1,1,1,1,1
102,2025,300,0,0,,,,0,0,0,1,0
102,2025,400,0,0,,,,0,0,0,1,0
102,2025,500,0,0,,,,0,0,0,1,0
102,2025,600,0,0,,,,0,0,0,1,0
102,2025,700,0,0,,,,1,1,1,1,0
103,2025,100,0,0,,,,0,1,1,1,0
103,2025,200,1,1,,,No Previous Data,1,1,1,1,1
103,2025,300,0,0,,,,1,0,1,1,0
103,2025,400,0,0,,,,0,0,1,1,0
103,2025,500,0,0,,,,0,0,0,1,0
103,2025,600,0,0,,,,0,1,0,1,0
103,2025,700,0,0,,,,0,0,0,1,0
104,2025,100,0,0,,,,0,1,0,1,0
104,2025,200,0,0,,,,1,1,0,1,1
104,2025,300,1,1,,,No Previous Data,1,1,1,1,1
104,2025,400,0,0,,,,1,1,1,1,1
104,2025,500,0,0,,,,0,0,0,0,0
104,2025,600,0,0,,,,0,0,0,0,0
104,2025,700,0,0,,,,0,0,0,1,0
105,2025,100,1,1,,,No Previous Data,1,1,1,1,1
105,2025,200,0,0,,,,1,1,1,1,1
105,2025,300,0,0,,,,0,1,0,1,0
105,2025,400,0,0,,,,0,0,1,1,0
105,2025,500,0,0,,,,0,0,0,1,0
105,2025,600,0,0,,,,0,0,0,1,0
105,2025,700,0,0,,,,0,1,0,1,0
106,2025,100,1,1,200.0,Olong Tea Plus,Switched,1,1,1,1,1
106,2025,200,0,0,,,,1,1,1,1,1
106,2025,300,0,0,,,,1,1,0,1,1
106,2025,400,0,0,,,,1,1,0,1,0
106,2025,500,0,0,,,,0,0,0,0,0
106,2025,600,0,0,,,,0,0,0,0,0
106,2025,700,0,0,,,,0,0,0,0,0
107,2025,100,1,1,,,No Previous Data,1,1,1,1,1
107,2025,200,0,0,,,,1,1,1,1,0
107,2025,300,0,0,,,,0,0,0,0,0
107,2025,400,0,0,,,,0,1,1,1,0
107,2025,500,0,0,,,,0,1,1,1,0
107,2025,600,0,0,,,,0,1,0,1,0
107,2025,700,0,0,,,,0,1,0,1,0
108,2025,100,0,0,,,,0,0,1,1,0
108,2025,200,1,1,,,No Previous Data,1,1,1,1,1
108,2025,300,0,0,,,,0,1,0,1,0
108,2025,400,0,0,,,,0,0,0,1,0
108,2025,500,0,0,,,,0,0,0,1,0
108,2025,600,0,0,,,,0,0,0,1,0
108,2025,700,0,0,,,,0,0,0,1,0
109,2025,100,0,0,,,,1,0,1,1,0
109,2025,200,1,1,,,No Previous Data,1,1,1,1,1
109,2025,300,0,0,,,,0,1,0,1,0
109,2025,400,0,0,,,,0,0,0,1,0
109,2025,500,0,0,,,,0,0,0,0,0
109,2025,600,0,0,,,,0,0,0,1,0
109,2025,700,0,0,,,,0,0,0,1,0
110,2025,100,0,0,,,,0,0,1,1,0
110,2025,200,1,1,,,No Previous Data,1,1,1,1,1
110,2025,300,0,0,,,,0,1,0,1,0
110,2025,400,0,0,,,,1,0,1,1,0
110,2025,500,0,0,,,,0,0,0,0,0
110,2025,600,0,0,,,,0,0,0,0,0
110,2025,700,0,0,,,,0,0,0,1,0
111,2025,100,0,0,,,,0,0,1,1,0
111,2025,200,1,1,,,No Previous Data,1,1,1,1,1
111,2025,300,0,0,,,,0,0,0,1,0
111,2025,400,0,0,,,,0,0,0,1,0
111,2025,500,0,0,,,,0,1,0,1,0
111,2025,600,0,0,,,,0,0,0,1,0
111,2025,700,0,0,,,,0,0,0,1,0
112,2025,100,0,0,,,,0,0,0,1,0
112,2025,200,0,0,,,,1,1,1,1,1
112,2025,300,0,0,,,,0,0,0,1,0
112,2025,400,0,0,,,,1,1,1,1,1
112,2025,500,0,0,,,,0,0,0,0,0
112,2025,600,0,1,,,No Previous Data,1,1,0,1,1
112,2025,700,0,0,,,,0,0,0,1,0
113,2025,100,0,0,,,,0,1,0,1,0
113,2025,200,1,1,,,No Previous Data,1,1,1,1,1
113,2025,300,0,0,,,,1,0,1,1,0
113,2025,400,0,0,,,,1,1,1,1,1
113,2025,500,0,0,,,,0,0,0,1,0
113,2025,600,0,0,,,,0,0,0,1,0
113,2025,700,0,0,,,,0,0,0,1,0
114,2025,100,1,1,200.0,Olong Tea Plus,Switched,1,1,1,1,1
114,2025,200,0,0,,,,0,0,1,1,0
114,2025,300,0,0,,,,0,0,0,1,0
114,2025,400,0,0,,,,0,0,0,1,0
114,2025,500,0,0,,,,0,1,0,1,0
114,2025,600,0,0,,,,0,0,0,1,0
114,2025,700,0,0,,,,0,0,0,1,0
115,2025,100,0,0,,,,0,0,0,1,0
115,2025,200,1,1,,,No Previous Data,1,1,1,1,1
115,2025,300,0,0,,,,1,0,0,1,0
115,2025,400,0,0,,,,1,1,1,1,1
115,2025,500,0,0,,,,0,0,0,0,0
115,2025,600,0,0,,,,0,0,0,1,0
115,2025,700,0,0,,,,0,0,0,1,0
116,2025,100,0,0,,,,1,1,1,1,1
116,2025,200,1,1,,,No Previous Data,1,1,1,1,1
116,2025,300,0,0,,,,0,0,0,1,0
116,2025,400,0,0,,,,0,0,1,1,0
116,2025,500,0,0,,,,0,0,0,1,0
116,2025,600,0,0,,,,0,0,0,1,0
116,2025,700,0,0,,,,0,0,0,1,0
117,2025,100,0,0,,,,0,1,1,1,0
117,2025,200,1,1,,,No Previous Data,1,1,1,1,1
117,2025,300,0,0,,,,1,1,1,1,0
117,2025,400,0,0,,,,0,0,1,1,0
117,2025,500,0,0,,,,0,0,0,0,0
117,2025,600,0,0,,,,0,1,0,1,0
117,2025,700,0,0,,,,0,0,0,1,0
118,2025,100,1,1,,,No Previous Data,1,1,1,1,1
118,2025,200,0,0,,,,0,0,0,1,0
118,2025,300,0,0,,,,1,1,1,1,1
118,2025,400,0,0,,,,0,0,0,1,0
118,2025,500,0,0,,,,1,0,1,1,0
118,2025,600,0,0,,,,0,0,0,1,0
118,2025,700,0,0,,,,0,1,0,1,0
119,2025,100,0,0,,,,0,1,1,1,0
119,2025,200,0,0,,,,0,0,1,1,0
119,2025,300,1,1,,,No Previous Data,1,1,1,1,1
119,2025,400,0,0,,,,0,0,0,1,0
119,2025,500,0,0,,,,0,0,0,1,0
119,2025,600,0,0,,,,0,0,0,1,0
119,2025,700,0,0,,,,0,0,0,1,0
120,2025,100,1,1,,,No Previous Data,1,1,1,1,1
120,2025,200,0,0,,,,0,0,1,1,0
120,2025,300,0,0,,,,0,0,0,1,0
120,2025,400,0,0,,,,0,0,0,1,0
120,2025,500,0,0,,,,1,1,0,1,0
120,2025,600,0,0,,,,0,0,0,1,0
120,2025,700,0,0,,,,0,0,0,1,0
121,2025,100,1,1,,,No Previous Data,1,1,1,1,1
121,2025,200,0,0,,,,1,1,1,1,0
121,2025,300,0,0,,,,0,0,0,1,0
121,2025,400,0,0,,,,0,0,1,1,0
121,2025,500,0,0,,,,0,0,0,0,0
121,2025,600,0,0,,,,1,1,1,1,0
121,2025,700,0,0,,,,0,0,0,1,0
122,2025,100,0,1,,,No Previous Data,1,1,1,1,1
122,2025,200,0,0,,,,0,0,0,1,0
122,2025,300,0,0,,,,0,0,0,1,0
122,2025,400,1,0,,,,1,1,1,1,1
122,2025,500,0,0,,,,0,0,0,0,0
122,2025,600,0,0,,,,0,0,0,0,0
122,2025,700,0,0,,,,1,1,1,1,0
123,2025,100,1,1,,,No Previous Data,1,1,1,1,1
123,2025,200,0,0,,,,1,1,1,1,1
123,2025,300,0,0,,,,0,0,0,1,0
123,2025,400,0,0,,,,0,0,1,1,0
123,2025,500,0,0,,,,0,0,0,1,0
123,2025,600,0,0,,,,0,0,0,1,0
123,2025,700,0,0,,,,0,0,0,1,0
124,2025,100,0,0,,,,1,1,1,1,1
124,2025,200,1,1,,,No Previous Data,1,1,1,1,1
124,2025,300,0,0,,,,0,0,1,1,0
124,2025,400,0,0,,,,0,0,0,1,0
124,2025,500,0,0,,,,0,0,0,0,0
124,2025,600,0,0,,,,1,1,1,1,0
124,2025,700,0,0,,,,0,0,0,0,0
125,2025,100,0,0,,,,0,0,0,0,0
125,2025,200,1,1,,,No Previous Data,1,1,1,1,1
125,2025,300,0,0,,,,0,1,1,1,0
125,2025,400,0,0,,,,0,0,1,1,0
125,2025,500,0,0,,,,0,0,0,0,0
125,2025,600,0,0,,,,0,0,0,1,0
125,2025,700,0,0,,,,0,1,0,1,0
126,2025,100,0,0,,,,0,0,1,1,0
126,2025,200,0,0,,,,1,1,1,1,1
126,2025,300,1,1,200.0,Olong Tea Plus,Switched,1,1,1,1,1
126,2025,400,0,0,,,,0,0,0,1,0
126,2025,500,0,0,,,,0,0,0,1,0
126,2025,600,0,0,,,,0,0,0,0,0
126,2025,700,0,0,,,,0,0,0,1,0
127,2025,100,0,0,,,,1,1,1,1,1
127,2025,200,0,0,,,,0,0,1,1,0
127,2025,300,1,1,,,No Previous Data,1,1,1,1,1
127,2025,400,0,0,,,,0,0,0,1,0
127,2025,500,0,0,,,,0,0,0,1,0
127,2025,600,0,0,,,,0,0,0,1,0
127,2025,700,0,0,,,,0,0,0,1,0
128,2025,100,0,0,,,,1,1,1,1,1
128,2025,200,1,1,,,No Previous Data,1,1,1,1,1
128,2025,300,0,0,,,,0,0,0,1,0
128,2025,400,0,0,,,,0,0,0,1,0
128,2025,500,0,0,,,,1,1,1,1,1
128,2025,600,0,0,,,,0,0,0,1,0
128,2025,700,0,0,,,,0,0,0,1,0
129,2025,100,0,0,,,,1,1,1,1,1
129,2025,200,1,1,,,No Previous Data,1,1,1,1,1
129,2025,300,0,0,,,,0,1,0,1,0
129,2025,400,0,0,,,,1,1,1,1,1
129,2025,500,0,0,,,,0,0,0,0,0
129,2025,600,0,0,,,,0,0,0,0,0
129,2025,700,0,0,,,,0,0,0,1,0
130,2025,100,0,0,,,,0,1,1,1,0
130,2025,200,1,1,,,No Previous Data,1,1,1,1,1
130,2025,300,0,0,,,,0,0,1,1,0
130,2025,400,0,0,,,,0,0,0,1,0
130,2025,500,0,0,,,,0,0,0,0,0
130,2025,600,0,0,,,,0,0,0,1,0
130,2025,700,0,0,,,,0,0,0,1,0
131,2025,100,0,0,,,,0,1,0,1,0
131,2025,200,0,0,,,,1,1,1,1,1
131,2025,300,0,0,,,,0,0,0,1,0
131,2025,400,1,1,,,No Previous Data,1,1,1,1,1
131,2025,500,0,0,,,,0,0,0,1,0
131,2025,600,0,0,,,,1,0,1,1,0
131,2025,700,0,0,,,,0,0,0,1,0
132,2025,100,0,0,,,,1,1,1,1,1
132,2025,200,1,1,,,No Previous Data,1,1,1,1,1
132,2025,300,0,0,,,,1,0,0,1,0
132,2025,400,0,0,,,,0,0,0,1,0
132,2025,500,0,0,,,,0,0,0,1,0
132,2025,600,0,0,,,,0,0,0,1,0
132,2025,700,0,0,,,,0,0,0,1,0
133,2025,100,0,1,,,No Previous Data,1,1,1,1,1
133,2025,200,1,0,,,,1,1,1,1,1
133,2025,300,0,0,,,,0,0,0,1,0
133,2025,400,0,0,,,,0,0,0,1,0
133,2025,500,0,0,,,,0,1,0,1,0
133,2025,600,0,0,,,,0,0,0,1,0
133,2025,700,0,0,,,,0,0,0,1,0
134,2025,100,0,0,,,,1,1,1,1,0
134,2025,200,1,1,100.0,C2,Switched,1,1,1,1,1
134,2025,300,0,0,,,,0,0,0,1,0
134,2025,400,0,0,,,,0,0,0,1,0
134,2025,500,0,0,,,,0,0,0,0,0
134,2025,600,0,0,,,,0,0,0,1,0
134,2025,700,0,0,,,,0,1,0,1,0
135,2025,100,0,0,,,,0,1,1,1,0
135,2025,200,1,1,,,No Previous Data,1,1,1,1,1
135,2025,300,0,0,,,,0,0,0,1,0
135,2025,400,0,0,,,,0,0,0,1,0
135,2025,500,0,0,,,,0,1,0,1,0
135,2025,600,0,0,,,,0,1,0,1,0
135,2025,700,0,0,,,,0,0,0,0,0
136,2025,100,1,1,,,No Previous Data,1,1,1,1,1
136,2025,200,0,0,,,,1,1,1,1,0
136,2025,300,0,0,,,,1,1,1,1,1
136,2025,400,0,0,,,,0,0,0,1,0
136,2025,500,0,0,,,,0,0,0,0,0
136,2025,600,0,0,,,,0,0,0,1,0
136,2025,700,0,0,,,,0,0,0,1,0
137,2025,100,1,1,,,No Previous Data,1,1,1,1,1
137,2025,200,0,0,,,,0,1,1,1,0
137,2025,300,0,0,,,,0,0,0,1,0
137,2025,400,0,0,,,,0,1,1,1,0
137,2025,500,0,0,,,,0,0,0,0,0
137,2025,600,0,0,,,,0,0,0,1,0
137,2025,700,0,0,,,,0,0,0,0,0
138,2025,100,0,0,,,,0,0,0,1,0
138,2025,200,1,1,,,No Previous Data,1,1,1,1,1
138,2025,300,0,0,,,,0,0,1,1,0
138,2025,400,0,0,,,,0,0,1,1,0
138,2025,500,0,0,,,,0,0,0,1,0
138,2025,600,0,0,,,,0,0,0,1,0
138,2025,700,0,0,,,,0,1,0,1,0
139,2025,100,0,0,,,,1,1,1,1,1
139,2025,200,0,0,,,,0,1,1,1,0
139,2025,300,1,1,,,No Previous Data,1,1,1,1,1
139,2025,400,0,0,,,,0,0,1,1,0
139,2025,500,0,0,,,,0,0,0,0,0
139,2025,600,0,0,,,,0,1,0,1,0
139,2025,700,0,0,,,,0,0,0,1,0
140,2025,100,0,0,,,,1,1,1,1,1
140,2025,200,0,0,,,,1,0,1,1,0
140,2025,300,0,0,,,,0,0,0,1,0
140,2025,400,0,0,,,,0,0,0,1,0
140,2025,500,0,0,,,,0,0,0,0,0
140,2025,600,0,0,,,,0,0,0,1,0
140,2025,700,1,1,,,No Previous Data,1,1,1,1,0
141,2025,100,0,0,,,,0,1,0,1,0
141,2025,200,1,0,,,,1,1,1,1,1
141,2025,300,0,0,,,,0,1,0,1,0
141,2025,400,0,1,200.0,Olong Tea Plus,Switched,1,1,1,1,1
141,2025,500,0,0,,,,0,0,0,1,0
141,2025,600,0,0,,,,0,1,0,1,0
141,2025,700,0,0,,,,0,1,0,1,0
142,2025,100,0,0,,,,0,0,0,0,0
142,2025,200,0,0,,,,0,1,0,1,0
142,2025,300,0,1,200.0,Olong Tea Plus,Switched,1,1,0,1,1
142,2025,400,0,0,,,,0,0,0,0,0
142,2025,500,0,0,,,,0,0,0,0,0
142,2025,600,0,0,,,,0,0,0,0,0
142,2025,700,0,0,,,,0,0,0,0,0
143,2025,100,0,0,,,,0,0,0,1,0
143,2025,200,0,1,300.0,Không Độ,Switched,1,1,1,1,1
143,2025,300,1,0,,,,1,1,1,1,0
143,2025,400,0,0,,,,1,1,1,1,1
143,2025,500,0,0,,,,0,0,0,0,0
143,2025,600,0,0,,,,0,0,0,1,0
143,2025,700,0,0,,,,0,0,0,0,0
144,2025,100,0,0,,,,0,1,1,1,0
144,2025,200,0,0,,,,0,1,1,1,0
144,2025,300,1,1,,,No Previous Data,1,1,1,1,1
144,2025,400,0,0,,,,0,0,0,1,0
144,2025,500,0,0,,,,0,0,0,0,0
144,2025,600,0,0,,,,0,0,0,1,0
144,2025,700,0,0,,,,0,0,0,1,0
145,2025,100,0,0,,,,0,1,1,1,0
145,2025,200,1,1,,,No Previous Data,1,1,1,1,1
145,2025,300,0,0,,,,0,1,1,1,0
145,2025,400,0,0,,,,1,1,0,1,1
145,2025,500,0,0,,,,0,0,0,0,0
145,2025,600,0,0,,,,0,0,0,1,0
145,2025,700,0,0,,,,0,0,0,1,0
146,2025,100,1,1,400.0,Cozy,Switched,1,1,1,1,1
146,2025,200,0,0,,,,1,1,1,1,0
146,2025,300,0,0,,,,1,0,0,1,0
146,2025,400,0,0,,,,1,1,1,1,1
146,2025,500,0,0,,,,0,0,0,0,0
146,2025,600,0,0,,,,0,0,0,1,0
146,2025,700,0,0,,,,0,0,0,1,0
147,2025,100,0,0,,,,0,0,0,0,0
147,2025,200,0,0,,,,0,0,0,0,0
147,2025,300,0,0,,,,1,1,1,1,1
147,2025,400,0,0,,,,0,1,0,1,0
147,2025,500,0,0,,,,0,0,0,1,0
147,2025,600,0,0,,,,0,0,0,0,0
147,2025,700,0,1,300.0,Không Độ,Switched,1,1,0,1,1
148,2025,100,1,1,600.0,Dr. Thanh,Switched,1,1,1,1,1
148,2025,200,0,0,,,,0,1,1,1,0
148,2025,300,0,0,,,,1,1,1,1,1
148,2025,400,0,0,,,,0,0,0,1,0
148,2025,500,0,0,,,,0,0,0,1,0
148,2025,600,0,0,,,,0,0,0,1,0
148,2025,700,0,0,,,,0,1,1,1,0
149,2025,100,1,1,,,No Previous Data,1,1,1,1,1
149,2025,200,0,0,,,,1,1,1,1,1
149,2025,300,0,0,,,,1,0,1,1,0
149,2025,400,0,0,,,,1,1,1,1,1
149,2025,500,0,0,,,,0,0,0,1,0
149,2025,600,0,0,,,,0,0,0,1,0
149,2025,700,0,0,,,,0,0,0,1,0
150,2025,100,0,0,,,,0,1,0,1,0
150,2025,200,0,0,,,,0,0,0,1,0
150,2025,300,1,1,,,No Previous Data,1,1,1,1,1
150,2025,400,0,0,,,,1,1,1,1,1
150,2025,500,0,0,,,,0,0,0,0,0
150,2025,600,0,0,,,,0,1,0,1,0
150,2025,700,0,0,,,,0,0,0,0,0
151,2025,100,0,0,,,,0,1,1,1,0
151,2025,200,1,1,,,No Previous Data,1,1,1,1,1
151,2025,300,0,0,,,,1,1,0,1,1
151,2025,400,0,0,,,,1,1,1,1,1
151,2025,500,0,0,,,,0,0,0,0,0
151,2025,600,0,0,,,,0,0,0,1,0
151,2025,700,0,0,,,,0,0,0,1,0
152,2025,100,0,0,,,,0,1,1,1,0
152,2025,200,1,1,,,No Previous Data,1,1,1,1,1
152,2025,300,0,0,,,,0,1,0,1,0
152,2025,400,0,0,,,,0,1,1,1,0
152,2025,500,0,0,,,,0,0,0,0,0
152,2025,600,0,0,,,,0,0,0,1,0
152,2025,700,0,0,,,,0,0,0,1,0
153,2025,100,0,0,,,,0,0,1,1,0
153,2025,200,0,0,,,,0,0,0,1,0
153,2025,300,0,0,,,,0,1,0,1,0
153,2025,400,1,1,,,No Previous Data,1,1,1,1,1
153,2025,500,0,0,,,,0,0,0,1,0
153,2025,600,0,0,,,,1,0,0,1,0
153,2025,700,0,0,,,,0,0,0,1,0
154,2025,100,0,0,,,,0,0,0,1,0
154,2025,200,0,0,,,,0,0,0,1,0
154,2025,300,0,0,,,,1,1,0,1,0
154,2025,400,1,1,,,No Previous Data,1,1,1,1,1
154,2025,500,0,0,,,,0,0,0,0,0
154,2025,600,0,0,,,,0,0,0,1,0
154,2025,700,0,0,,,,0,0,0,0,0
155,2025,100,1,1,700.0,Khác,Switched,1,1,1,1,1
155,2025,200,0,0,,,,1,1,0,1,0
155,2025,300,0,0,,,,1,1,1,1,1
155,2025,400,0,0,,,,0,0,0,0,0
155,2025,500,0,0,,,,1,1,0,1,1
155,2025,600,0,0,,,,0,0,0,0,0
155,2025,700,0,0,,,,1,1,1,1,1
156,2025,100,0,0,,,,0,0,0,1,0
156,2025,200,0,0,,,,0,0,0,1,0
156,2025,300,1,1,,,No Previous Data,1,1,1,1,1
156,2025,400,0,0,,,,0,0,0,1,0
156,2025,500,0,0,,,,0,0,0,0,0
156,2025,600,0,0,,,,0,0,0,0,0
156,2025,700,0,0,,,,0,0,0,0,0
157,2025,100,1,1,,,No Previous Data,1,1,1,1,1
157,2025,200,0,0,,,,1,1,1,1,1
157,2025,300,0,0,,,,0,1,1,1,0
157,2025,400,0,0,,,,0,1,1,1,0
157,2025,500,0,0,,,,0,0,0,0,0
157,2025,600,0,0,,,,1,0,0,1,0
157,2025,700,0,0,,,,0,0,0,0,0
158,2025,100,0,0,,,,1,1,1,1,1
158,2025,200,1,1,,,No Previous Data,1,1,1,1,1
158,2025,300,0,0,,,,1,1,1,1,1
158,2025,400,0,0,,,,0,0,0,1,0
